,Date,Close/Last,Volume,Open,High,Low,SameDay_Binary,PreviousDay_Binary,SameDay_Percentage,PreviousDay_Percentage
152,2021-09-06,131.635,89321380.0,133.73000000000002,133.925,131.14249999999998,0,0,-1,-1
153,2021-09-07,156.69,82278260.0,154.97,157.26,154.39,1,1,1,1
154,2021-09-08,155.11,74420210.0,156.98,157.04,153.975,0,0,-1,0
155,2021-09-09,154.07,57305730.0,155.49,156.11,153.95,0,0,-1,-1
156,2021-09-10,148.97,140893200.0,155.0,155.48,148.7,0,0,-1,-1
157,2021-09-11,131.635,89321380.0,133.73000000000002,133.925,131.14249999999998,0,0,-1,-1
158,2021-09-12,131.635,89321380.0,133.73000000000002,133.925,131.14249999999998,0,0,-1,-1
159,2021-09-13,149.55,102404300.0,150.63,151.42,148.75,0,1,-1,1
160,2021-09-14,148.12,109296300.0,150.35,151.07,146.91,0,0,-1,-1
161,2021-09-15,149.03,83281320.0,148.56,149.44,146.37,1,1,0,-1
162,2021-09-16,148.79,68034150.0,148.44,148.97,147.221,1,0,0,0
163,2021-09-17,146.06,129868800.0,148.82,148.82,145.76,0,0,-1,-1
164,2021-09-18,131.635,89321380.0,133.73000000000002,133.925,131.14249999999998,0,0,-1,-1
165,2021-09-19,131.635,89321380.0,133.73000000000002,133.925,131.14249999999998,0,0,-1,-1
166,2021-09-20,142.94,123478900.0,143.8,144.84,141.27,0,1,-1,1
167,2021-09-21,143.43,75833960.0,143.93,144.6,142.78,0,1,0,0
168,2021-09-22,145.85,76404340.0,144.45,146.43,143.7001,1,1,1,1
169,2021-09-23,146.83,64838170.0,146.65,147.08,145.64,1,1,0,1
170,2021-09-24,146.92,53477870.0,145.66,147.4701,145.56,1,1,1,0
171,2021-09-25,131.635,89321380.0,133.73000000000002,133.925,131.14249999999998,0,0,-1,-1
