,Date,Close/Last,Volume,Open,High,Low,SameDay_Binary,PreviousDay_Binary,SameDay_Percentage,PreviousDay_Percentage
77,2021-06-23,3503.82,2813341.0,3505.0,3521.0,3483.2,0,0,0,1
78,2021-06-24,3449.08,3831999.0,3507.64,3524.8599,3430.85,0,0,-1,-1
79,2021-06-25,3401.46,3940997.0,3464.0,3464.82,3394.18,0,0,-1,-1
80,2021-06-26,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
81,2021-06-27,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
82,2021-06-28,3443.89,2242793.0,3416.0,3448.0,3413.5098,1,1,1,1
83,2021-06-29,3448.14,2098439.0,3438.82,3456.03,3423.03,1,1,0,1
84,2021-06-30,3440.16,2403992.0,3441.06,3471.6019,3435.0,0,0,0,0
85,2021-07-01,3432.97,2037053.0,3434.61,3457.0,3409.4206,0,0,0,0
86,2021-07-02,3510.98,3176697.0,3451.64,3511.72,3436.92,1,1,1,1
87,2021-07-03,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
88,2021-07-04,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
89,2021-07-05,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
90,2021-07-06,3675.74,6744768.0,3530.11,3685.48,3529.0,1,1,1,1
91,2021-07-07,3696.58,5328062.0,3717.377,3734.2,3678.91,0,1,-1,1
92,2021-07-08,3731.41,5180623.0,3643.56,3759.9855,3621.12,1,1,1,0
93,2021-07-09,3719.34,3748237.0,3722.52,3748.0,3693.3968,0,0,0,1
94,2021-07-10,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
95,2021-07-11,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
96,2021-07-12,3718.55,2571635.0,3744.0,3757.2899,3696.7929,0,1,-1,1
97,2021-07-13,3677.36,3845917.0,3702.1,3773.0782,3671.32,0,0,-1,-1
98,2021-07-14,3681.68,3296568.0,3708.85,3717.66,3660.8266,0,1,-1,-1
99,2021-07-15,3631.2,3185292.0,3694.2,3695.4,3620.92,0,0,-1,-1
100,2021-07-16,3573.63,4043706.0,3633.31,3646.0599,3570.455,0,0,-1,-1
101,2021-07-17,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
102,2021-07-18,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
103,2021-07-19,3549.59,3784595.0,3532.58,3550.21,3499.16,1,1,0,1
104,2021-07-20,3573.19,3255680.0,3567.32,3592.0,3518.0,1,1,0,1
105,2021-07-21,3585.2,2318989.0,3576.375,3586.45,3543.6415,1,1,0,1
106,2021-07-22,3638.03,3265352.0,3587.23,3640.02,3582.27,1,1,1,1
107,2021-07-23,3656.64,2436292.0,3640.0,3666.11,3622.04,1,1,0,1
108,2021-07-24,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
109,2021-07-25,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
110,2021-07-26,3699.82,2900068.0,3673.17,3712.08,3647.25,1,1,1,1
111,2021-07-27,3626.39,4131890.0,3698.5,3698.5,3586.15,0,0,-1,-1
112,2021-07-28,3630.32,2999378.0,3633.78,3658.4204,3601.0,0,1,0,-1
113,2021-07-29,3599.92,5519952.0,3627.75,3637.95,3580.01,0,0,-1,-1
114,2021-07-30,3327.59,9965593.0,3347.95,3368.14,3306.98,0,0,-1,-1
115,2021-07-31,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,1,-1,0
116,2021-08-01,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
117,2021-08-02,3331.48,3353915.0,3353.1,3358.92,3317.0,0,0,-1,-1
118,2021-08-03,3366.24,4157343.0,3340.72,3391.0,3299.77,1,1,1,0
119,2021-08-04,3354.72,2183945.0,3379.35,3388.88,3345.56,0,0,-1,0
120,2021-08-05,3375.99,2433503.0,3356.22,3389.0,3340.92,1,1,1,0
121,2021-08-06,3344.94,2637644.0,3375.0,3375.0,3329.0373,0,0,-1,0
122,2021-08-07,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,1,-1,-1
123,2021-08-08,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
124,2021-08-09,3341.87,2148220.0,3343.61,3354.88,3328.52,0,0,0,-1
125,2021-08-10,3320.68,2412551.0,3345.01,3358.0,3315.0,0,0,-1,-1
126,2021-08-11,3292.11,2947249.0,3331.447,3337.7,3277.79,0,0,-1,-1
127,2021-08-12,3303.5,2323823.0,3290.0,3314.51,3269.67,1,1,0,-1
128,2021-08-13,3293.97,2056699.0,3305.67,3306.065,3283.0,0,0,0,0
129,2021-08-14,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,1,-1,1
130,2021-08-15,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
131,2021-08-16,3298.99,3328494.0,3283.0,3300.0,3211.13,1,0,0,-1
132,2021-08-17,3241.96,3387922.0,3277.5,3280.49,3225.68,0,0,-1,-1
133,2021-08-18,3201.22,2804311.0,3241.99,3254.0975,3200.0,0,0,-1,-1
134,2021-08-19,3187.75,3782862.0,3194.02,3233.0,3182.4637,0,0,0,-1
135,2021-08-20,3199.95,3358428.0,3203.873,3207.81,3175.76,0,1,0,0
136,2021-08-21,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,1,-1,1
137,2021-08-22,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
138,2021-08-23,3265.87,3268131.0,3211.9,3280.9,3210.005,1,0,1,-1
139,2021-08-24,3305.78,2551841.0,3280.0,3315.4942,3274.58,1,1,1,1
140,2021-08-25,3299.18,1680306.0,3309.87,3321.0,3286.15,0,0,0,1
141,2021-08-26,3316.0,2098761.0,3299.0,3332.0,3296.0,1,1,1,0
142,2021-08-27,3349.63,2402369.0,3333.23,3352.32,3313.75,1,1,0,1
143,2021-08-28,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,1,-1,1
144,2021-08-29,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
145,2021-08-30,3421.57,3192244.0,3357.425,3445.0,3355.22,1,1,1,1
146,2021-08-31,3470.79,4356413.0,3424.8,3472.58,3395.59,1,1,1,1
147,2021-09-01,3479.0,3629911.0,3496.396,3527.0,3475.24,0,1,0,1
148,2021-09-02,3463.12,2925594.0,3494.76,3511.9608,3455.0,0,0,-1,-1
149,2021-09-03,3478.05,2578324.0,3452.0,3482.67,3436.44,1,1,1,0
150,2021-09-04,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
151,2021-09-05,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
152,2021-09-06,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
153,2021-09-07,3509.29,2741184.0,3478.0,3528.09,3476.94,1,1,1,1
154,2021-09-08,3525.5,3053364.0,3511.65,3545.63,3495.67,1,1,0,1
155,2021-09-09,3484.16,2719241.0,3526.02,3549.99,3480.37,0,0,-1,-1
156,2021-09-10,3469.15,2397269.0,3501.8308,3508.45,3462.9055,0,0,-1,-1
157,2021-09-11,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
158,2021-09-12,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
159,2021-09-13,3457.17,2569022.0,3482.8,3497.96,3438.0001,0,1,-1,1
160,2021-09-14,3450.0,1936897.0,3475.55,3486.806,3437.7104,0,0,-1,-1
161,2021-09-15,3475.79,2957537.0,3442.52,3485.42,3402.01,1,1,1,0
162,2021-09-16,3488.24,2583598.0,3459.96,3492.55,3446.1432,1,1,1,1
163,2021-09-17,3462.52,4616556.0,3488.415,3497.41,3452.13,0,0,-1,0
164,2021-09-18,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
165,2021-09-19,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
166,2021-09-20,3355.73,4669130.0,3396.0,3419.0,3305.01,0,0,-1,-1
167,2021-09-21,3343.63,2780878.0,3375.0,3379.7,3332.39,0,0,-1,-1
168,2021-09-22,3380.05,2411403.0,3351.0,3389.0,3341.05,1,1,1,0
169,2021-09-23,3416.0,2379414.0,3380.05,3428.96,3380.05,1,1,1,1
170,2021-09-24,3425.52,2116241.0,3402.01,3429.26,3393.4,1,1,1,1
171,2021-09-25,3356.1949999999997,3213501.0,3379.625,3399.585,3338.575,0,0,-1,-1
